state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	default.ucld.mean	default.ucld.stdev	binary_loc.clock.rate	default.meanRate	default.coefficientOfVariation	default.covariance	binary_loc.meanRate	binary_loc.rates.Other.PEAL	binary_loc.rates.PEAL.Other	default.treeLikelihood	default.branchRates	binary_loc.branchRates	c_binary_loc.count[1]	c_binary_loc.OthertoPEAL[1]	c_binary_loc.PEALtoOther[1]	coalescent
150000	-16209.277509459043	-1079.0829111737035	-15130.19459828534	0.668719414435024	2017.3942942841952	12.542395777660978	9.379154079303307	6.293845918751741	12.180463690266878	0.26587951681921157	0.21081276987538672	0.2877823005904453	0.23552541271495706	0.0016068617576429848	0.005818653896504587	0.5087390174047158	7.907105436769791E-4	2.066474973284385	0.003340186766431944	0.5087390174047159	5.318002792147405	0.08402836257185517	-15099.505785587722	-910.0051831267147	0.0	10.0	9.0	1.0	-150.56612914767751
160000	-16168.292433807104	-1034.8989041028385	-15133.393529704266	0.5542051166175703	2017.5088085820125	8.795875771051891	7.268782000206016	9.480319492615966	9.110084408542521	0.2717537571103931	0.21955128907540744	0.28205880466447775	0.2266361491497223	0.002069412417970084	0.0055801600312259175	0.4083733740695128	0.0012046315986500703	1.4894109008931289	0.009765798658264853	0.408373374069513	2.141499857439214	1.422743556737193	-15105.354428839906	-910.0051831267147	0.0	7.0	7.0	1.0	-111.41655785223212
170000	-16180.838730955185	-1040.9350560737944	-15139.90367488139	0.6481586052277523	2017.4148550934024	9.785008490745124	5.536766117266786	6.654596661433191	8.677526890725249	0.2678895868386697	0.21536993947625152	0.2903091597321643	0.22643131395291516	0.0017463765760228967	0.004517498824619617	0.37710445332879755	0.0010377698108493506	1.2232962338353504	0.11775344578319569	0.37710445332879755	0.6422443812122344	0.12730321403237496	-15104.835554943722	-910.0051831267147	0.0	9.0	7.0	2.0	-120.78020009405081
180000	-16167.45151946701	-1038.432364917412	-15129.019154549596	0.5115518579459037	2017.5514618406842	9.136893359375245	8.108513538799494	9.642118532360016	13.107171071805523	0.2612904992437726	0.2194321485683525	0.2938330429808987	0.225444309206977	0.003315614268107575	0.030679244708233477	0.22877570891561408	9.886681450869221E-4	1.8833305815727335	0.036142839006791265	0.22877570891561413	1.501738419923342	0.6905204960098277	-15088.573337412718	-910.0051831267147	0.0	8.0	6.0	2.0	-117.02521032684645
190000	-16182.926728925167	-1042.4901086697805	-15140.436620255387	0.5129198544450141	2017.550093844185	9.317093761704177	9.150170178669246	9.766613771210878	15.089939079353513	0.2657761947125914	0.21014626687287993	0.2826407620851535	0.24143677632937613	0.0019855888749888747	0.006825960972369205	0.6597611210176889	0.0012389149836369107	1.2818799042080882	0.20430890810556687	0.6597611210176884	0.6010446248143927	0.3962475581402879	-15107.270541094635	-910.0051831267147	0.0	10.0	6.0	4.0	-117.63411724145911
200000	-16221.45000907421	-1076.5057493885317	-15144.944259685677	0.6744139113864153	2017.3885997872437	11.969056331160825	10.130920524968715	6.804771546061511	24.693232251448574	0.2663771267415139	0.21531974705492687	0.28859147213275405	0.2297116540708062	0.0015150178622137854	0.008035677747493135	0.7562521602650424	7.760084231129865E-4	1.7234995262376753	0.1507111588549769	0.7562521602650425	1.5607768313914128	1.3092447454419573	-15111.449645383638	-910.0051831267147	0.0	11.0	8.0	4.0	-145.99893296624327
210000	-16187.958914573874	-1059.1034337616388	-15128.855480812235	0.5629749170635147	2017.5000387815667	10.547987552281041	8.383287431352585	7.6444374287964605	18.321106921598492	0.2630916007421072	0.21416244577070892	0.2927247856807053	0.23002116780647971	0.0018654714279405724	0.004382703979896955	0.7628302675815957	0.0011199400347092624	1.3393516977241404	-0.13691462988836386	0.7628302675815953	0.7829206219546654	1.241873939613179	-15099.79131244555	-910.0051831267147	0.0	12.0	7.0	1.0	-131.10346771901885
220000	-16181.847822069542	-1051.7774178049535	-15130.070404264588	0.5629536727775423	2017.5000600258527	10.301849199624087	11.4728686806985	9.268052576755725	11.570104327819958	0.26572071910374273	0.21389653265994873	0.28380921822130606	0.2365735300150035	0.0010504271218011296	0.0027852140637281745	0.4466028435201687	8.288901090503E-4	1.4004025680410053	-0.10105626113435309	0.4466028435201686	1.2190910152412546	0.28566709795186496	-15095.62269948254	-910.0051831267147	0.0	11.0	10.0	1.0	-128.89507580985955
230000	-16184.806683178405	-1041.91638199697	-15142.890301181435	0.5237254037103348	2017.5392882949197	9.410308068381235	6.2000317817048956	6.890830815845115	17.203757533352444	0.27391103769871644	0.20793024814497788	0.2889848583810868	0.22917385577521987	0.0010025711168496895	0.0014171315912169173	0.4256738954985553	0.0010269535763796336	1.006432308188829	0.0018890249001683253	0.4256738954985556	0.8803020897322068	0.3810794366084108	-15104.551800194318	-910.0051831267147	0.0	12.0	10.0	2.0	-119.6870879314898
240000	-16192.264406967462	-1056.4361497055402	-15135.828257261923	0.7478369540425873	2017.3151767445875	11.46953891086224	5.0735942822209505	5.46221639063416	12.898897215904656	0.2655368687788898	0.21462229460765067	0.28782718764405785	0.23201364896940255	0.0016429003735627674	0.0039709839876494995	0.2858659964955136	0.0010967420487047394	1.4417528894587275	0.06621428554760175	0.28586599649551386	0.6031037949610469	0.16763911990847616	-15100.155410187868	-910.0051831267147	0.0	11.0	11.0	1.0	-136.37953579286037
250000	-16164.458258610815	-1028.9440992090938	-15135.514159401722	0.6396667859920785	2017.423346912638	8.347003323491993	2.348017951324196	3.47195982402305	22.319974328513545	0.2698929292106062	0.2140100847774548	0.2861928346412573	0.2299041513706826	0.003459171678546986	0.020930055214736117	0.8409604569682108	0.0011303213625822386	2.1497008053236617	-0.04516668849409989	0.8409604569682109	1.7312525743974474	0.6961841429806982	-15104.058261342647	-910.0051831267147	0.0	11.0	9.0	2.0	-101.80627333114224
260000	-16175.975007451842	-1042.5787237257227	-15133.396283726119	0.9745616035977002	2017.0884520950324	10.896513480982858	3.780630883829043	4.223566890981193	16.230461049345248	0.26747394217779424	0.21380398091696318	0.28940755263113394	0.22931452427410953	0.003618811533015582	0.040369304316414015	0.2246808127480443	0.0010707371418892527	2.1391423417372635	-0.02541361937482186	0.2246808127480442	0.9344746975610411	0.278277446570005	-15091.868291596555	-910.0051831267147	0.0	11.0	9.0	2.0	-122.29171656046131
270000	-16140.734652532978	-998.0974297810875	-15142.63722275189	0.6688424317667738	2017.3941712668634	7.388584336966576	1.2904308008735823	2.477509522144028	14.699227587726297	0.2602568913462843	0.2174068520548572	0.28607470603269214	0.2362615505661672	0.0036753140787865696	0.01975743782618534	1.0585813449344048	0.0013064742062721198	1.955915691043702	0.04276646214338817	1.058581344934405	0.9504272156382909	0.5829130584374391	-15108.169713525662	-910.0051831267147	0.0	10.0	8.0	4.0	-72.31224085370013
